,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,country2,fatal_N,fatal_Unknown,fatal_Y,fatal_N.1,fatal_Unknown.1,fatal_Y.1,species_.1,fecha_limpia.1,type.1,age_NORM,wind_speed950mb,wind_speed900mb,wind_speed850mb,wind_speed800mb,wind_speed750mb,wind_speed700mb,wind_speed650mb,wind_speed600mb,wind_speed550mb,wind_speed500mb,wind_speed450mb,wind_speed400mb,wind_speed350mb,wind_speed300mb,wind_speed250mb,wind_speed200mb,wind_direction950mb,wind_direction900mb,wind_direction850mb,wind_direction800mb,wind_direction750mb,wind_direction700mb,wind_direction650mb,wind_direction600mb,wind_direction550mb,wind_direction500mb,wind_direction450mb,wind_direction400mb,wind_direction350mb,wind_direction300mb,wind_direction250mb,wind_direction200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,index,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed
10,2017,Unprovoked,usa,35.0,Unespecific,Dec,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,3,7,7.203188258363141,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
11,2017,Unprovoked,usa,25.0,White shark,Nov,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,4,11,7,6.06575989245481,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
12,2017,Unprovoked,usa,14.0,Unespecific,Nov,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,11,7,4.401298165473145,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
13,2017,Unprovoked,usa,27.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,12,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
14,2017,Unprovoked,usa,17.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,12,7,4.9204987475712345,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
15,2017,Unprovoked,usa,60.0,Unespecific,Oct,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,12,7,9.33772223524818,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
16,2017,Unprovoked,usa,27.0,Tiger shark,Oct,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,2,12,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
17,2017,Unprovoked,usa,54.0,Tiger shark,Oct,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,2,12,7,8.887334884989867,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
18,2017,Unprovoked,usa,40.0,Unespecific,Oct,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,12,7,7.694116247373475,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
19,2017,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
20,2017,Invalid,usa,33.0,Tiger shark,Sep,Unknown,M,39.7837304,-100.445882,HN,0,1,0,0,1,0,2,13,3,6.994228303440125,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
21,2017,Unprovoked,usa,27.0,Tiger shark,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,2,13,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
22,2017,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
23,2017,Unprovoked,usa,28.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,6.433604428309159,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
24,2017,Unprovoked,usa,18.0,Tiger shark,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,2,13,7,5.08038032862004,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
25,2017,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
26,2017,Unprovoked,usa,27.0,Unespecific,Sep,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
27,2017,Unprovoked,usa,17.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,13,7,4.9204987475712345,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
28,2017,Unprovoked,usa,3.0,Unespecific,Aug,N,F,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,1,7,1.347119124437954,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
29,2017,Unprovoked,usa,69.0,White shark,Aug,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,4,1,7,9.962100956081583,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
30,2017,Unprovoked,usa,13.0,Tiger shark,Aug,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,2,1,7,4.212483084143039,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
31,2017,Provoked,usa,34.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,3,1,4,7.099692669303527,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
32,2017,Boating,usa,27.0,White shark,Aug,N,M,39.7837304,-100.445882,HN,1,0,0,1,0,0,4,1,1,6.313925056346614,-9999.0,3.234375,3.4375,3.578125,3.890625,4.125,4.328125,4.578125,4.875,5.171875,5.515625,5.828125,6.40625,7.25,8.1875,8.421875,-9999.0,187.34375,199.453125,225.9375,234.765625,256.796875,254.453125,249.765625,254.21875,254.765625,271.71875,266.484375,264.84375,264.0625,273.59375,272.8125,-9999.0,6.953125,4.953125,3.6875,4.3125,4.890625,5.234375,6.234375,6.25,6.59375,6.703125,7.921875,9.578125,9.015625,6.59375,3.0625,31.5,97.5,5.921875,-9999.0,-9999.0,-9999.0,3.9375,13.21875,8.609375,1012.078125,0.796875,0.09375,190.625,2.421875
