country,wind_speed_950mb,wind_speed_900mb,wind_speed_850mb,wind_speed_800mb,wind_speed_750mb,wind_speed_700mb,wind_speed_650mb,wind_speed_600mb,wind_speed_550mb,wind_speed_500mb,wind_speed_450mb,wind_speed_400mb,wind_speed_350mb,wind_speed_300mb,wind_speed_250mb,wind_speed_200mb,wind_direction_950mb,wind_direction_900mb,wind_direction_850mb,wind_direction_800mb,wind_direction_750mb,wind_direction_700mb,wind_direction_650mb,wind_direction_600mb,wind_direction_550mb,wind_direction_500mb,wind_direction_450mb,wind_direction_400mb,wind_direction_350mb,wind_direction_300mb,wind_direction_250mb,wind_direction_200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.speed
usa,-9999.0,3.625,4.015625,4.234375,4.28125,4.40625,4.546875,4.84375,5.015625,5.40625,5.71875,6.265625,6.96875,7.78125,8.828125,9.25,-9999.0,201.640625,234.765625,249.140625,245.9375,260.703125,260.859375,254.765625,264.140625,269.296875,268.90625,268.4375,265.390625,265.3125,265.078125,263.125,-9999.0,9.1875,8.078125,6.109375,5.875,5.703125,5.65625,5.71875,5.71875,5.609375,6.265625,8.328125,10.484375,9.5625,6.125,1.609375,97.5,6.375,-9999.0,-9999.0,-9999.0,2.3125,13.546875,9.9375,1010.328125,0.921875,-468.109375,2.765625
