,case_number,type,country,area,location,species_,date,mes,fatal_(y/n)_limpio,sex,country_,year,age
5821,1954.07.30,Unprovoked,Unknown,,,Unspecified,30-Jul-1954,Jul,N,M,,1991.5833443275412,25.0
5822,1954.07.28,Unprovoked,Unknown,,,Unspecified,28-Jul-1954,Jul,Y,F,,1991.5833443275412,25.0
5823,1954.07.27,Unprovoked,Unknown,,,Unspecified,27-Jul-1954,Jul,Unknown,M,,1991.5833443275412,25.0
5824,1954.07.15,Unprovoked,Unknown,,,Unspecified,15-Jul-1954,Jul,Y,F,,1991.5833443275412,25.0
5825,1954.07.04.R,Unprovoked,Unknown,,,Unspecified,Reported 04-Jul-1954,Jul,N,F,,1991.5833443275412,25.0
5826,1954.07.03,Unprovoked,Unknown,,,Unspecified,03-Jul-1954,Jul,N,M,,1991.5833443275412,25.0
5827,1954.07.02.R,Unprovoked,Unknown,,,Unspecified,Reported 02-Jul-1954,Jul,Y,F,,1991.5833443275412,25.0
5828,1954.07.01.R,Unprovoked,Unknown,,,Unspecified,Reported 01-Jul-1954,Jul,Unknown,F,,1991.5833443275412,25.0
5829,1954.06.29,Unprovoked,Unknown,,,Unspecified,29-Jun-1954,Jun,N,M,,1991.5833443275412,25.0
5830,1954.06.27,Unprovoked,Unknown,,,Unspecified,27-Jun-1954,Jun,N,M,,1991.5833443275412,25.0
5831,1954.06.00,Unprovoked,Unknown,,,Unspecified,Jun-1954,,Y,F,,1991.5833443275412,25.0
5832,1954.05.26.R,Unprovoked,Unknown,,,Unspecified,Reported 26-May-1954,May,Y,M,,1991.5833443275412,25.0
5833,1954.05.00,Unprovoked,Unknown,,,Unspecified,May 1954,,N,F,,1991.5833443275412,25.0
5834,1954.04.08,Unprovoked,Unknown,,,Unspecified,08-Apr-1954,Apr,Unknown,M,,1991.5833443275412,25.0
5835,1954.04.00,Unprovoked,Unknown,,,Unspecified,Apr-1954,,N,M,,1991.5833443275412,25.0
5836,1954.02.27,Unprovoked,Unknown,,,Unspecified,27-Feb-1954,Feb,Y,M,,1991.5833443275412,25.0
5837,1954.01.30,Unprovoked,Unknown,,,Unspecified,30-Jan-1954,Jan,N,M,,1991.5833443275412,25.0
5838,1954.01.22.b,Unprovoked,Unknown,,,Unspecified,22-Jan-1954,Jan,N,M,,1991.5833443275412,25.0
5839,1954.01.22.a,Unprovoked,Unknown,,,Unspecified,22-Jan-1954,Jan,N,F,,1991.5833443275412,25.0
5840,1954.01.15,Unprovoked,Unknown,,,Unspecified,15-Jan-1954,Jan,N,F,,1991.5833443275412,25.0
5841,1954.00.00.e,Unprovoked,Unknown,,,Unspecified,1954,,Y,M,,1991.5833443275412,25.0
5842,1954.00.00.d,Unprovoked,Unknown,,,Unspecified,1954,,N,M,,1991.5833443275412,25.0
5843,1954.00.00.c,Unprovoked,Unknown,,,Unspecified,1954,,Y,M,,1991.5833443275412,25.0
5844,1954.00.00.b,Unprovoked,Unknown,,,Unspecified,1954,,N,F,,1991.5833443275412,25.0
5845,1954.00.00.a,Unprovoked,Unknown,,,Unspecified,1954,,N,F,,1991.5833443275412,25.0
5846,1954.00.00 g,Unprovoked,Unknown,,,Unspecified,1954 (same day as  1954.00.00.f),,Y,F,,1991.5833443275412,25.0
5847,1954.00.00 f,Unprovoked,Unknown,,,Unspecified,1954 (same day as  1954.00.00.f),,N,M,,1991.5833443275412,25.0
5848,1953.12.30,Unprovoked,Unknown,,,Unspecified,30-Dec-1953,Dec,N,F,,1991.5833443275412,25.0
5849,1953.12.22,Unprovoked,Unknown,,,Unspecified,22-Dec-1953,Dec,N,M,,1991.5833443275412,25.0
5850,1953.12.13,Unprovoked,Unknown,,,Unspecified,13-Dec-1953,Dec,N,M,,1991.5833443275412,25.0
5851,1953.12.00,Unprovoked,Unknown,,,Unspecified,Dec-1953,,N,M,,1991.5833443275412,25.0
5852,1953.10.00,Unprovoked,Unknown,,,Unspecified,Oct-1953,,N,M,,1991.5833443275412,25.0
5853,1953.09.27,Unprovoked,Unknown,,,Unspecified,27-Sep-1953,Sep,Y,F,,1991.5833443275412,25.0
5854,1953.09.20.R,Unprovoked,Unknown,,,Unspecified,Reported 20-Sep-1953,Sep,N,F,,1991.5833443275412,25.0
5855,1953.09.18,Unprovoked,Unknown,,,Unspecified,18-Sep-1953,Sep,N,M,,1991.5833443275412,25.0
5856,1953.09.03.R,Unprovoked,Unknown,,,Unspecified,Reported 03-Sep-1953,Sep,N,M,,1991.5833443275412,25.0
5857,1953.09.02,Unprovoked,Unknown,,,Unspecified,02-Sep-1953,Sep,N,F,,1991.5833443275412,25.0
5858,1953.08.00,Unprovoked,Unknown,,,Unspecified,Aug-1953,,Unknown,F,,1991.5833443275412,25.0
5859,1953.07.31,Unprovoked,Unknown,,,Unspecified,31-Jul-1953,Jul,Y,F,,1991.5833443275412,25.0
5860,1953.07.26,Unprovoked,Unknown,,,Unspecified,26-Jul-1953,Jul,Y,F,,1991.5833443275412,25.0
5861,1953.07.16,Unprovoked,Unknown,,,Unspecified,16-Jul-1953,Jul,N,F,,1991.5833443275412,25.0
5862,1953.07.15,Unprovoked,Unknown,,,Unspecified,15-Jul-1953,Jul,N,F,,1991.5833443275412,25.0
5863,1953.07.11,Unprovoked,Unknown,,,Unspecified,11-Jul-1953,Jul,N,F,,1991.5833443275412,25.0
5864,1953.07.09,Unprovoked,Unknown,,,Unspecified,09-Jul-1953,Jul,N,F,,1991.5833443275412,25.0
5865,1953.07.04,Unprovoked,Unknown,,,Unspecified,04-Jul-1953,Jul,N,M,,1991.5833443275412,25.0
5866,1953.07.00,Unprovoked,Unknown,,,Unspecified,01-Jul-1953,Jul,N,F,,1991.5833443275412,25.0
5867,1953.06.00,Unprovoked,Unknown,,,Unspecified,Jun-1953,,N,M,,1991.5833443275412,25.0
5868,1953.04.07,Unprovoked,Unknown,,,Unspecified,07-Apr-1953,Apr,N,M,,1991.5833443275412,25.0
5869,1953.04.04,Unprovoked,Unknown,,,Unspecified,04-Apr-1953,Apr,N,F,,1991.5833443275412,25.0
5870,1953.04.00.b,Unprovoked,Unknown,,,Unspecified,Apr-1953,,N,M,,1991.5833443275412,25.0
5871,1953.04.00.a,Unprovoked,Unknown,,,Unspecified,Apr-1953,,N,F,,1991.5833443275412,25.0
5872,1953.03.22,Unprovoked,Unknown,,,Unspecified,Mar-1953,,N,M,,1991.5833443275412,25.0
5873,1953.03.19.R,Unprovoked,Unknown,,,Unspecified,Reported 19-Mar-1953,Mar,N,F,,1991.5833443275412,25.0
5874,1953.03.00.c,Unprovoked,Unknown,,,Unspecified,Mar-1953,,Y,F,,1991.5833443275412,25.0
5875,1953.03.00.a,Unprovoked,Unknown,,,Unspecified,Mar-1953,,Y,F,,1991.5833443275412,25.0
5876,1953.02.18,Unprovoked,Unknown,,,Unspecified,18-Feb-1953,Feb,N,M,,1991.5833443275412,25.0
5877,1953.02.15,Unprovoked,Unknown,,,Unspecified,15-Feb-1953,Feb,N,M,,1991.5833443275412,25.0
5878,1953.02.00,Unprovoked,Unknown,,,Unspecified,Feb-1953,,N,M,,1991.5833443275412,25.0
5879,1953.01.20,Unprovoked,Unknown,,,Unspecified,20-Jan-1953,Jan,N,M,,1991.5833443275412,25.0
5880,1953.01.08,Unprovoked,Unknown,,,Unspecified,08-Jan-1953,Jan,N,M,,1991.5833443275412,25.0
5881,1953.00.00.c,Unprovoked,Unknown,,,Unspecified,1953,,N,F,,1991.5833443275412,25.0
5882,1953.00.00.b,Unprovoked,Unknown,,,Unspecified,1953,,Y,F,,1991.5833443275412,25.0
5883,1953.00.00.a,Unprovoked,Unknown,,,Unspecified,1953,,N,F,,1991.5833443275412,25.0
5884,1952.12.24,Unprovoked,Unknown,,,Unspecified,24-Dec-1952,Dec,N,F,,1991.5833443275412,25.0
5885,1952.12.21,Unprovoked,Unknown,,,Unspecified,21-Dec-1952,Dec,N,F,,1991.5833443275412,25.0
5886,1952.12.14,Unprovoked,Unknown,,,Unspecified,14-Dec-1962,Dec,Unknown,F,,1991.5833443275412,25.0
5887,1952.08.04,Unprovoked,Unknown,,,Unspecified,04-Aug-1952,Aug,N,M,,1991.5833443275412,25.0
5888,1952.08.03,Unprovoked,Unknown,,,Unspecified,03-Aug-1952,Aug,Y,M,,1991.5833443275412,25.0
5889,1952.12.07,Unprovoked,Unknown,,,Unspecified,7-Dec-1952,Dec,Y,M,,1991.5833443275412,25.0
5890,1952.12.03,Unprovoked,Unknown,,,Unspecified,03-Dec-1952,Dec,Y,F,,1991.5833443275412,25.0
5891,1952.10.12,Unprovoked,Unknown,,,Unspecified,12-Oct-1952,Oct,N,F,,1991.5833443275412,25.0
5892,1952.08.06,Unprovoked,Unknown,,,Unspecified,06-Aug-1952,Aug,Unknown,F,,1991.5833443275412,25.0
5893,1952.08.05,Unprovoked,Unknown,,,Unspecified,05-Aug-1952,Aug,Y,F,,1991.5833443275412,25.0
5894,1952.07.27.d,Unprovoked,Unknown,,,Unspecified,27-Jul-1952,Jul,N,M,,1991.5833443275412,25.0
5895,1952.07.27.c,Unprovoked,Unknown,,,Unspecified,27-Jul-1952,Jul,N,M,,1991.5833443275412,25.0
5896,1952.07.27.b,Unprovoked,Unknown,,,Unspecified,27-Jul-1952,Jul,N,F,,1991.5833443275412,25.0
5897,1952.07.27.a,Unprovoked,Unknown,,,Unspecified,27-Jul-1952,Jul,Y,M,,1991.5833443275412,25.0
5898,1952.07.13,Unprovoked,Unknown,,,Unspecified,13-Jul-1952,Jul,N,M,,1991.5833443275412,25.0
5899,1952.07.05,Unprovoked,Unknown,,,Unspecified,05-Jul-1952,Jul,N,M,,1991.5833443275412,25.0
5900,1952.05.27,Unprovoked,Unknown,,,Unspecified,27-May-1952,May,N,F,,1991.5833443275412,25.0
5901,1952.05.07.R,Unprovoked,Unknown,,,Unspecified,Reported 07-May-1952,May,N,F,,1991.5833443275412,25.0
5902,1952.05.00,Unprovoked,Unknown,,,Unspecified,May-1952,,N,F,,1991.5833443275412,25.0
5903,1952.04.06,Unprovoked,Unknown,,,Unspecified,06-Apr-1952,Apr,N,M,,1991.5833443275412,25.0
5904,1952.04.00,Unprovoked,Unknown,,,Unspecified,Apr-1952,,N,F,,1991.5833443275412,25.0
5905,1952.03.30,Unprovoked,Unknown,,,Unspecified,30-Mar-1952,Mar,N,F,,1991.5833443275412,25.0
5906,1952.01.23,Unprovoked,Unknown,,,Unspecified,23-Jan-1952,Jan,N,F,,1991.5833443275412,25.0
5907,1952.01.07,Unprovoked,Unknown,,,Unspecified,07-Jan-1952,Jan,N,F,,1991.5833443275412,25.0
5908,1952.00.00.e,Unprovoked,Unknown,,,Unspecified,1952-1954,,Y,F,,1991.5833443275412,25.0
5909,1952.00.00.d,Unprovoked,Unknown,,,Unspecified,1952,,N,M,,1991.5833443275412,25.0
5910,1952.00.00.c,Unprovoked,Unknown,,,Unspecified,1952,,Y,F,,1991.5833443275412,25.0
5911,1952.00.00.b,Unprovoked,Unknown,,,Unspecified,1952,,Y,M,,1991.5833443275412,25.0
5912,1952.00.00.a,Unprovoked,Unknown,,,Unspecified,1952,,Y,F,,1991.5833443275412,25.0
5913,1951.12.21,Unprovoked,Unknown,,,Unspecified,21-Dec-1951,Dec,Y,F,,1991.5833443275412,25.0
5914,1951.12.16,Unprovoked,Unknown,,,Unspecified,16-Dec-1951,Dec,N,F,,1991.5833443275412,25.0
5915,1851.12.15.R,Unprovoked,Unknown,,,Unspecified,"
1951.12.15.R",,Unknown,M,,1991.5833443275412,25.0
5916,1951.12.06,Unprovoked,Unknown,,,Unspecified,6-Dec-1951,Dec,Y,F,,1991.5833443275412,25.0
5917,1951.11.29,Unprovoked,Unknown,,,Unspecified,29-Nov-1951,Nov,N,M,,1991.5833443275412,25.0
5918,1951.11.28.b,Unprovoked,Unknown,,,Unspecified,28-Nov-1951,Nov,N,F,,1991.5833443275412,25.0
5919,1951.11.28.a,Unprovoked,Unknown,,,Unspecified,28-Nov-1951,Nov,N,M,,1991.5833443275412,25.0
5920,1951.11.23.R,Unprovoked,Unknown,,,Unspecified,Reported 23-Nov-1951,Nov,Y,F,,1991.5833443275412,25.0
5921,1951.10.22,Unprovoked,Unknown,,,Unspecified,22-Oct-1951,Oct,Y,M,,1991.5833443275412,25.0
5922,1951.10.05,Unprovoked,Unknown,,,Unspecified,05-Oct-1951,Oct,Unknown,F,,1991.5833443275412,25.0
5923,1951.09.29,Unprovoked,Unknown,,,Unspecified,29-Sep-1951,Sep,Y,F,,1991.5833443275412,25.0
5924,1951.09.03.R,Unprovoked,Unknown,,,Unspecified,Reported 03-Sep-1951,Sep,N,M,,1991.5833443275412,25.0
5925,1951.09.02-R,Unprovoked,Unknown,,,Unspecified,Reported 02-Sep-1951,Sep,Y,F,,1991.5833443275412,25.0
5926,1951.08.17.b,Unprovoked,Unknown,,,Unspecified,17-Aug-1951,Aug,N,M,,1991.5833443275412,25.0
5927,1951.08.17.a,Unprovoked,Unknown,,,Unspecified,17-Aug-1951,Aug,Y,F,,1991.5833443275412,25.0
5928,1951.08.16.R,Unprovoked,Unknown,,,Unspecified,Reported 16-Aug-1951,Aug,N,M,,1991.5833443275412,25.0
5929,1951.08.00,Unprovoked,Unknown,,,Unspecified,Between 01-Aug-1951 & 08-Aug-1951,Aug,Y,F,,1991.5833443275412,25.0
5930,1951.07.19.R,Unprovoked,Unknown,,,Unspecified,Reported 19-Jul-1951,Jul,N,F,,1991.5833443275412,25.0
5931,1951.07.11,Unprovoked,Unknown,,,Unspecified,11-Jul-1951,Jul,N,F,,1991.5833443275412,25.0
5932,1951.06.25,Unprovoked,Unknown,,,Unspecified,25-Jun-1951,Jun,Y,F,,1991.5833443275412,25.0
5933,1951.06.00,Unprovoked,Unknown,,,Unspecified,Jun-1951,,N,F,,1991.5833443275412,25.0
